p_1;p_2;p_3;p_4;p_5;p_6;p_7;p_8;p_9;p_10;p_11;p_12;p_13;p_14;p_15;p_16;p_17;p_18;p_19;p_20;p_21;p_22;p_23;p_24;p_25;p_26;p_27;p_28;p_29;p_30;p_31;p_32;p_33;p_34;p_35
0,3532057;0,4800798;0,210923;0,3752127;0,2881249;0,3679668;-0,4262125;0,2834583;0,7300785;0,5182247;0,1458219;0,2488581;0,6216271;0,649209;0,1960263;0,5740036;0,7036847;0,7265274;-0,05128956;0,08342966;0,24485;0,309064;0,3221496;0,4739642;0,0710946;0,2545001;0,4121895;0,2917922;0,4316937;0,1894426;0,3909425;-0,02664691;-0,1101797;-0,05885437;0,3295643
0,1463599;0,2833829;-0,01076269;0,1665363;0,1170839;0,1881822;-0,6737553;0,04733533;0,570584;0,3602947;-0,0621959;0,06450009;0,4522403;0,5085234;-0,03682482;0,3978508;0,5605378;0,5444758;-0,2880743;-0,1742654;0,01370323;0,1302993;0,1439676;0,2662022;-0,1568297;0,000987244;0,1854349;0,07467711;0,2110348;-0,01416487;0,1772898;-0,2884053;-0,3599136;-0,3714537;0,07967395
-0,03912628;0,06629133;-0,2289694;-0,03691494;-0,06814432;0,03164947;-0,9651016;-0,1670747;0,3604356;0,1864079;-0,2640179;-0,1417723;0,2904944;0,3545009;-0,265224;0,1998954;0,3464234;0,3617457;-0,5231291;-0,4433794;-0,2355645;-0,04972386;-0,05386233;0,07058203;-0,3851481;-0,2739995;-0,06850696;-0,1332647;0,01211816;-0,2476093;-0,07314205;-0,554976;-0,6233346;-0,6648073;-0,1256187
-0,2185424;-0,1749597;-0,5238527;-0,2529015;-0,2531739;-0,1905962;-1,256041;-0,4057588;0,1833824;-0,002552569;-0,4766239;-0,3598472;0,1042728;0,1345423;-0,5018021;-0,0271138;0,1592993;0,1568633;-0,7721139;-0,7112134;-0,4861461;-0,2300293;-0,2973017;-0,1561031;-0,6240685;-0,5296813;-0,3012185;-0,3252033;-0,1998683;-0,481819;-0,3235551;-0,8149953;-0,8923053;-0,9252495;-0,3846809
-0,4249204;-0,422287;-0,8139364;-0,4937447;-0,4481316;-0,3923803;-1,539412;-0,637545;0,02419972;-0,2074368;-0,702622;-0,6332411;-0,057545;-0,09519643;-0,7418065;-0,2237333;-0,06196856;-0,06445527;-1,028659;-0,9821656;-0,7268521;-0,4267614;-0,5161269;-0,3910536;-0,8593323;-0,7925454;-0,5650966;-0,5407856;-0,4643794;-0,7352262;-0,5984243;-1,134708;-1,161952;-1,173826;-0,6178383
-0,6510804;-0,6434569;-1,083711;-0,7244843;-0,6466672;-0,6465956;-1,790542;-0,8769057;-0,2050893;-0,4218324;-0,9215694;-0,918874;-0,3366263;-0,3392857;-1,022342;-0,447805;-0,2767923;-0,2516397;-1,297335;-1,26176;-0,9694024;-0,6483625;-0,768516;-0,6257843;-1,119172;-1,049498;-0,8103987;-0,7987896;-0,7416431;-1,001013;-0,8501215;-1,451139;-1,435432;-1,440636;-0,8555789
-0,8572012;-0,8887034;-1,332959;-0,9397716;-0,8650461;-0,9016472;-2,041809;-1,099901;-0,4199367;-0,67479;-1,186422;-1,16975;-0,5229663;-0,5711601;-1,301058;-0,680011;-0,4681809;-0,5036414;-1,562075;-1,530324;-1,219686;-0,8981804;-1,052011;-0,880939;-1,371408;-1,304572;-1,066499;-1,031258;-0,9748414;-1,293031;-1,101441;-1,735954;-1,738563;-1,715773;-1,087231
-1,133377;-1,108009;-1,583027;-1,226418;-1,077914;-1,152743;-2,294658;-1,316613;-0,6126394;-0,913976;-1,464781;-1,426979;-0,791774;-0,8082259;-1,57314;-0,8805486;-0,670225;-0,6982096;-1,826982;-1,78226;-1,508687;-1,136814;-1,302014;-1,127588;-1,614131;-1,549935;-1,332102;-1,294398;-1,225615;-1,57552;-1,34948;-2,002266;-2,008985;-1,987621;-1,320408
-1,383618;-1,338458;-1,817025;-1,489208;-1,295591;-1,389446;-2,558632;-1,532436;-0,8139293;-1,151113;-1,701188;-1,66639;-0,9956038;-1,031517;-1,81344;-1,13069;-0,8751895;-0,9125005;-2,094339;-2,020996;-1,806493;-1,386423;-1,56315;-1,38678;-1,862406;-1,801833;-1,606381;-1,558255;-1,457976;-1,829779;-1,604944;-2,253899;-2,251321;-2,258423;-1,565981
-1,630956;-1,580271;-2,073471;-1,737572;-1,54508;-1,607377;-2,802463;-1,764261;-1,02138;-1,355343;-1,948429;-1,925875;-1,242711;-1,239779;-2,062595;-1,346661;-1,116919;-1,164849;-2,343509;-2,265888;-2,071701;-1,593721;-1,830201;-1,662789;-2,116364;-2,045659;-1,880693;-1,809227;-1,689953;-2,064847;-1,862955;-2,52707;-2,526183;-2,516728;-1,834943
-1,880265;-1,833314;-2,320485;-1,968871;-1,820682;-1,846979;-3,043955;-2,019651;-1,251463;-1,602788;-2,16888;-2,162249;-1,479377;-1,524314;-2,298084;-1,59729;-1,384312;-1,423577;-2,583507;-2,500151;-2,340166;-1,830309;-2,065045;-1,935188;-2,371239;-2,307721;-2,171605;-2,038727;-1,928474;-2,316096;-2,136093;-2,78828;-2,776027;-2,759854;-2,07193
-2,10421;-2,113704;-2,563666;-2,189944;-2,044441;-2,070261;-3,250481;-2,248281;-1,523576;-1,845386;-2,376865;-2,399726;-1,736217;-1,779682;-2,537097;-1,85508;-1,680757;-1,661926;-2,813061;-2,749383;-2,594787;-2,050625;-2,28864;-2,176434;-2,608582;-2,56086;-2,446676;-2,265306;-2,168645;-2,567689;-2,402194;-3,044519;-3,024643;-2,998877;-2,286054
-2,353492;-2,370374;-2,808119;-2,400067;-2,264121;-2,304492;-3,454252;-2,47059;-1,757704;-2,087395;-2,607226;-2,640464;-1,975314;-2,039157;-2,775691;-2,102613;-1,938212;-1,959178;-3,029508;-2,993632;-2,822905;-2,306656;-2,521353;-2,412546;-2,817978;-2,802465;-2,690131;-2,470704;-2,406521;-2,811805;-2,658446;-3,267704;-3,264232;-3,218829;-2,53678
-2,594717;-2,566311;-3,037234;-2,615828;-2,468738;-2,527035;-3,636558;-2,667068;-1,994284;-2,308687;-2,836737;-2,861094;-2,236629;-2,319344;-2,99695;-2,34957;-2,139979;-2,187402;-3,237891;-3,237264;-3,038169;-2,544958;-2,748402;-2,644883;-3,039641;-3,029647;-2,931344;-2,679746;-2,637093;-3,029623;-2,880933;-3,501777;-3,488;-3,432345;-2,780686
-2,821684;-2,808827;-3,255672;-2,803013;-2,664612;-2,735386;-3,792292;-2,87697;-2,218283;-2,524196;-3,047397;-3,081771;-2,441249;-2,563221;-3,216869;-2,590103;-2,313012;-2,391841;-3,437199;-3,449448;-3,234052;-2,793275;-2,961448;-2,884378;-3,225965;-3,234977;-3,146489;-2,884041;-2,823348;-3,218374;-3,136461;-3,699954;-3,68041;-3,630795;-2,971127
-3,013458;-3,012058;-3,441488;-3,008903;-2,859922;-2,939358;-3,949975;-3,056482;-2,41475;-2,729513;-3,243983;-3,305585;-2,658706;-2,780249;-3,39504;-2,808472;-2,551931;-2,59323;-3,647729;-3,61806;-3,435992;-3,045871;-3,163128;-3,112558;-3,382864;-3,432185;-3,357291;-3,110248;-3,008096;-3,41305;-3,379249;-3,893789;-3,84462;-3,815616;-3,164786
-3,199691;-3,196571;-3,621538;-3,192382;-3,048713;-3,138439;-4,069483;-3,217345;-2,620889;-2,920171;-3,421532;-3,495376;-2,873243;-2,992633;-3,554855;-3,008245;-2,749045;-2,791494;-3,807093;-3,810838;-3,608425;-3,242867;-3,344377;-3,32103;-3,537286;-3,612994;-3,559159;-3,311973;-3,181017;-3,57364;-3,586851;-4,052552;-4,008574;-3,974914;-3,332426
-3,356989;-3,396247;-3,773727;-3,367385;-3,217176;-3,318196;-4,185373;-3,383866;-2,79136;-3,116189;-3,576112;-3,6653;-3,067388;-3,190928;-3,693106;-3,198838;-2,955733;-2,981402;-3,948048;-3,978622;-3,762574;-3,404542;-3,504323;-3,495816;-3,654801;-3,763284;-3,725903;-3,469951;-3,33572;-3,744887;-3,730849;-4,18451;-4,140846;-4,108501;-3,506634
-3,484399;-3,5501;-3,899568;-3,506861;-3,375805;-3,459354;-4,269728;-3,509014;-2,989775;-3,283768;-3,732077;-3,78739;-3,246678;-3,374927;-3,815903;-3,385815;-3,140786;-3,163782;-4,1023;-4,100311;-3,903512;-3,545024;-3,655673;-3,65575;-3,765433;-3,906125;-3,8933;-3,605193;-3,469759;-3,886139;-3,873236;-4,296397;-4,246628;-4,220973;-3,623348
-3,619802;-3,68668;-3,996226;-3,63717;-3,506546;-3,566297;-4,305922;-3,62698;-3,184869;-3,432026;-3,848888;-3,908215;-3,414416;-3,531246;-3,925685;-3,528683;-3,302719;-3,326308;-4,181502;-4,199997;-4,020711;-3,68797;-3,782017;-3,791144;-3,846215;-4,018824;-4,019411;-3,716934;-3,594717;-4,008794;-3,997824;-4,396105;-4,32458;-4,308039;-3,723123
-3,714741;-3,799984;-4,058915;-3,728025;-3,630593;-3,67909;-4,321812;-3,694219;-3,34457;-3,554504;-3,93186;-4,001633;-3,544255;-3,668365;-4,038384;-3,635019;-3,442687;-3,479679;-4,240793;-4,260743;-4,105188;-3,812793;-3,881936;-3,914916;-3,903738;-4,114863;-4,122802;-3,809295;-3,698662;-4,094355;-4,119848;-4,468556;-4,389615;-4,380692;-3,800759
-3,809095;-3,887078;-4,087979;-3,798769;-3,706933;-3,796361;-4,261598;-3,736835;-3,486438;-3,648096;-3,975372;-4,066935;-3,65482;-3,783429;-4,098715;-3,728174;-3,539696;-3,604811;-4,257824;-4,300178;-4,160609;-3,909037;-3,956841;-4,010307;-3,921076;-4,175651;-4,199684;-3,8907;-3,774267;-4,1486;-4,202151;-4,485151;-4,409652;-4,385543;-3,852986
-3,865233;-3,927534;-4,034183;-3,835622;-3,755956;-3,855321;-4,176713;-3,732878;-3,575637;-3,716401;-3,981958;-4,108013;-3,726065;-3,885916;-4,091169;-3,79667;-3,624197;-3,690963;-4,246421;-4,295002;-4,177611;-3,949081;-3,993896;-4,06867;-3,907476;-4,177908;-4,246272;-3,92824;-3,815405;-4,156962;-4,240462;-4,449796;-4,357258;-4,34896;-3,883998
-3,858197;-3,949739;-3,897887;-3,818138;-3,750054;-3,864624;-3,964353;-3,717469;-3,627479;-3,741585;-3,945681;-4,074212;-3,757979;-3,938967;-4,03879;-3,824504;-3,693731;-3,744679;-4,172247;-4,244468;-4,127532;-3,930129;-3,984848;-4,087291;-3,838328;-4,115175;-4,239722;-3,929065;-3,809841;-4,131709;-4,24488;-4,33117;-4,237186;-4,242137;-3,878989
-3,782341;-3,909231;-3,747128;-3,737756;-3,677064;-3,815793;-3,755846;-3,659688;-3,63048;-3,738505;-3,835229;-3,944021;-3,746676;-3,941247;-3,907484;-3,796122;-3,713288;-3,752489;-4,020138;-4,111279;-4,009458;-3,799421;-3,888966;-4,048045;-3,74153;-3,971776;-4,173995;-3,860479;-3,748778;-4,057676;-4,196256;-4,105755;-3,956247;-4,02981;-3,821368
-3,6062;-3,83707;-3,693422;-3,583793;-3,510239;-3,684129;-3,657648;-3,528342;-3,588863;-3,691676;-3,62916;-3,766038;-3,684504;-3,877874;-3,688019;-3,7025;-3,674823;-3,734093;-3,792231;-3,8742;-3,789329;-3,651288;-3,709503;-3,920751;-3,558565;-3,766781;-4,004646;-3,747826;-3,602721;-3,849926;-4,039257;-3,917408;-3,778448;-3,839634;-3,653285
-3,492558;-3,669097;-3,684701;-3,486923;-3,415106;-3,524065;-3,606315;-3,359646;-3,451451;-3,569705;-3,551576;-3,69161;-3,542699;-3,721991;-3,572299;-3,586289;-3,535007;-3,60693;-3,657145;-3,729033;-3,678899;-3,617929;-3,612657;-3,764423;-3,407085;-3,656966;-3,806054;-3,559996;-3,397339;-3,668788;-3,784896;-3,830724;-3,713177;-3,744328;-3,507016
-3,466357;-3,579215;-3,681003;-3,450749;-3,393747;-3,458495;-3,571793;-3,282898;-3,366224;-3,473705;-3,512656;-3,646861;-3,497487;-3,609149;-3,532053;-3,565165;-3,432494;-3,460085;-3,603946;-3,667404;-3,612895;-3,610165;-3,568954;-3,68404;-3,325545;-3,614859;-3,738689;-3,448251;-3,255429;-3,614311;-3,683787;-3,801238;-3,680505;-3,699035;-3,41663
-3,453817;-3,548523;-3,692422;-3,420302;-3,386769;-3,437929;-3,537521;-3,24373;-3,358366;-3,450357;-3,494891;-3,63532;-3,478112;-3,571031;-3,5084;-3,558236;-3,411978;-3,429109;-3,56289;-3,614961;-3,582007;-3,60801;-3,541983;-3,651215;-3,274791;-3,593381;-3,713836;-3,392269;-3,200267;-3,572731;-3,6535;-3,766769;-3,649324;-3,665487;-3,364072
-3,453286;-3,532389;-3,691663;-3,415844;-3,384934;-3,425728;-3,495178;-3,214981;-3,369103;-3,438058;-3,468615;-3,622488;-3,484432;-3,568687;-3,479028;-3,567221;-3,408588;-3,418333;-3,534807;-3,585943;-3,554646;-3,624787;-3,524254;-3,644834;-3,228489;-3,581823;-3,691157;-3,368663;-3,160839;-3,543689;-3,648535;-3,734138;-3,620946;-3,629186;-3,334991
-3,442672;-3,520404;-3,674116;-3,404242;-3,379942;-3,4159;-3,453768;-3,190709;-3,381287;-3,422791;-3,451557;-3,614359;-3,489338;-3,580542;-3,459998;-3,571462;-3,418558;-3,417155;-3,493597;-3,550907;-3,532622;-3,631541;-3,509259;-3,644425;-3,187896;-3,560553;-3,677734;-3,351855;-3,139752;-3,521309;-3,635876;-3,698438;-3,583997;-3,594291;-3,305399
-3,424132;-3,508373;-3,65989;-3,390902;-3,376141;-3,396049;-3,407025;-3,168424;-3,395966;-3,415833;-3,428162;-3,591126;-3,489144;-3,585599;-3,423691;-3,574813;-3,416711;-3,414931;-3,451405;-3,520787;-3,504171;-3,631622;-3,493373;-3,624391;-3,151784;-3,534686;-3,652979;-3,318512;-3,112579;-3,490771;-3,60476;-3,669055;-3,553755;-3,536688;-3,264519
-3,390973;-3,490428;-3,625922;-3,360768;-3,346612;-3,376508;-3,359582;-3,114892;-3,396036;-3,397743;-3,395657;-3,559824;-3,474028;-3,575798;-3,380614;-3,570687;-3,408245;-3,40146;-3,405666;-3,468408;-3,464365;-3,614262;-3,464356;-3,590684;-3,083818;-3,507871;-3,625501;-3,271446;-3,080992;-3,454295;-3,572316;-3,616712;-3,503084;-3,49548;-3,226334
-3,348218;-3,444274;-3,579289;-3,320184;-3,314722;-3,343377;-3,275516;-3,066527;-3,381311;-3,376113;-3,343569;-3,513623;-3,450617;-3,565523;-3,32386;-3,554454;-3,385392;-3,379792;-3,346059;-3,402302;-3,407784;-3,584426;-3,418604;-3,560337;-3,028599;-3,461334;-3,589286;-3,219973;-3,041206;-3,396051;-3,525228;-3,564255;-3,452838;-3,430177;-3,188763
-3,301677;-3,399556;-3,512575;-3,262668;-3,260078;-3,301166;-3,209926;-3,004908;-3,351524;-3,330432;-3,275252;-3,458888;-3,413123;-3,540689;-3,262218;-3,513564;-3,34608;-3,349084;-3,278672;-3,338254;-3,35573;-3,535564;-3,369087;-3,519986;-2,964071;-3,40672;-3,538882;-3,159133;-2,985995;-3,332944;-3,487823;-3,498047;-3,386879;-3,349122;-3,129442
-3,246041;-3,337966;-3,439177;-3,198246;-3,206395;-3,234838;-3,109656;-2,934721;-3,30868;-3,274507;-3,192968;-3,387528;-3,363448;-3,495004;-3,190027;-3,454305;-3,297207;-3,299812;-3,195301;-3,266672;-3,293911;-3,484624;-3,29817;-3,457232;-2,874319;-3,332228;-3,474333;-3,100785;-2,928904;-3,254998;-3,434089;-3,406723;-3,312314;-3,269733;-3,06151
-3,177892;-3,267108;-3,351866;-3,12401;-3,133472;-3,177344;-2,999953;-2,845797;-3,248002;-3,209788;-3,100926;-3,299837;-3,291562;-3,435626;-3,100886;-3,395983;-3,237901;-3,233544;-3,108534;-3,178272;-3,199797;-3,405708;-3,213071;-3,383037;-2,797666;-3,22957;-3,394351;-3,020322;-2,846563;-3,165308;-3,367261;-3,308742;-3,218215;-3,185032;-2,976701
-3,081342;-3,172783;-3,233063;-3,022191;-3,032589;-3,080042;-2,886421;-2,747399;-3,169014;-3,122929;-2,984349;-3,212651;-3,207783;-3,361741;-2,993063;-3,307185;-3,173563;-3,148346;-3,002482;-3,073562;-3,096578;-3,314164;-3,112;-3,29952;-2,695262;-3,130618;-3,306877;-2,927871;-2,750645;-3,069728;-3,282087;-3,199641;-3,107308;-3,070637;-2,891384
-2,961571;-3,081259;-3,082828;-2,911049;-2,913528;-2,985242;-2,754885;-2,64113;-3,070264;-3,032269;-2,863636;-3,063098;-3,113679;-3,272646;-2,852393;-3,215563;-3,081348;-3,061672;-2,882695;-2,953743;-2,97177;-3,202654;-3,000623;-3,19482;-2,580304;-3,00972;-3,201126;-2,839906;-2,645141;-2,9579;-3,17567;-3,07779;-2,981063;-2,946553;-2,77988
-2,839243;-2,956721;-2,922814;-2,772672;-2,775361;-2,850183;-2,595855;-2,526966;-2,957789;-2,91595;-2,718466;-2,902829;-2,988791;-3,157823;-2,716979;-3,102186;-2,959206;-2,969302;-2,761951;-2,82124;-2,808845;-3,074831;-2,870719;-3,069939;-2,455833;-2,861964;-3,079686;-2,72092;-2,536069;-2,83248;-3,062819;-2,930367;-2,829338;-2,813691;-2,657848
-2,683721;-2,828813;-2,749222;-2,636808;-2,628544;-2,694988;-2,423532;-2,376317;-2,83231;-2,7723;-2,561423;-2,742099;-2,855197;-3,024474;-2,566959;-2,96831;-2,822485;-2,835844;-2,612169;-2,666532;-2,660757;-2,919539;-2,695793;-2,934234;-2,325419;-2,72251;-2,930925;-2,588952;-2,41033;-2,676437;-2,922862;-2,772162;-2,669293;-2,646777;-2,528015
-2,520695;-2,663515;-2,55193;-2,466544;-2,435585;-2,527939;-2,219103;-2,230017;-2,688392;-2,624808;-2,370116;-2,562672;-2,699447;-2,880517;-2,402626;-2,81815;-2,66447;-2,707899;-2,448101;-2,484083;-2,493454;-2,742376;-2,486224;-2,777164;-2,167275;-2,547813;-2,782611;-2,455632;-2,269563;-2,491423;-2,778285;-2,594924;-2,461292;-2,477978;-2,36715
-2,344247;-2,48401;-2,329591;-2,285567;-2,199808;-2,338798;-1,958246;-2,062229;-2,519481;-2,46137;-2,156841;-2,354884;-2,522558;-2,701312;-2,208642;-2,638996;-2,503369;-2,553882;-2,258389;-2,29084;-2,281795;-2,540091;-2,284827;-2,579428;-1,978001;-2,347001;-2,600024;-2,28205;-2,104879;-2,295744;-2,59759;-2,387192;-2,21599;-2,260827;-2,191697
-2,12394;-2,277065;-2,111498;-2,075178;-1,943428;-2,135381;-1,703501;-1,861839;-2,326334;-2,263763;-1,926978;-2,117616;-2,312903;-2,493483;-2,011052;-2,436138;-2,31051;-2,360352;-2,015356;-2,06767;-2,048242;-2,296669;-2,059569;-2,322497;-1,752244;-2,110296;-2,362192;-2,095229;-1,926794;-2,11031;-2,394554;-2,130047;-1,935664;-2,017842;-1,965473
-1,847058;-2,024083;-1,809365;-1,832472;-1,697984;-1,879121;-1,486109;-1,624288;-2,100538;-2,013032;-1,650149;-1,828638;-2,080699;-2,266008;-1,747774;-2,197448;-2,091334;-2,118465;-1,746316;-1,793373;-1,760517;-1,99903;-1,775356;-2,069468;-1,491426;-1,820613;-2,109387;-1,871025;-1,717574;-1,864965;-2,1557;-1,854143;-1,683676;-1,741588;-1,692818
-1,542428;-1,71386;-1,504642;-1,545854;-1,454248;-1,58935;-1,297977;-1,393041;-1,835273;-1,697554;-1,413772;-1,562174;-1,788758;-1,953619;-1,475495;-1,910735;-1,84005;-1,814783;-1,524585;-1,552041;-1,510814;-1,723241;-1,507335;-1,757192;-1,289253;-1,577321;-1,812576;-1,618266;-1,482016;-1,568598;-1,868432;-1,622118;-1,462595;-1,531931;-1,455039
-1,29002;-1,447757;-1,286679;-1,305638;-1,191684;-1,354488;-1,104543;-1,185528;-1,552871;-1,458091;-1,198705;-1,33354;-1,514499;-1,623539;-1,26191;-1,607982;-1,556251;-1,522984;-1,324056;-1,356004;-1,27644;-1,464086;-1,27967;-1,494552;-1,095018;-1,353315;-1,55509;-1,41209;-1,265103;-1,335435;-1,612506;-1,41763;-1,258608;-1,334908;-1,246268
-1,07593;-1,192446;-1,048118;-1,11079;-0,9691507;-1,144191;-0,9276044;-0,9969396;-1,310178;-1,217295;-0,9897972;-1,117799;-1,248194;-1,372639;-1,062973;-1,315653;-1,288595;-1,284133;-1,108061;-1,148623;-1,072896;-1,231584;-1,067281;-1,271171;-0,9181135;-1,14216;-1,340518;-1,184879;-1,07748;-1,13629;-1,354138;-1,199595;-1,059194;-1,126939;-1,053389
-0,8843918;-0,9603377;-0,8248585;-0,8811001;-0,74213;-0,9255604;-0,7486953;-0,7980903;-1,067173;-0,9942398;-0,7595567;-0,8968319;-0,9893244;-1,142694;-0,8490028;-1,040486;-1,02219;-1,057333;-0,8922991;-0,928381;-0,8736807;-0,9938129;-0,8536307;-1,044244;-0,739289;-0,924418;-1,120442;-0,9738593;-0,8966321;-0,9381498;-1,138185;-1,003827;-0,8646502;-0,9368551;-0,8595536
-0,6626679;-0,7403353;-0,5857468;-0,6675859;-0,5160294;-0,7082105;-0,5429199;-0,5774052;-0,8354262;-0,7772002;-0,5313236;-0,6679758;-0,7541195;-0,8970802;-0,6412976;-0,7950053;-0,7900972;-0,8320178;-0,6824216;-0,7171814;-0,6643752;-0,7234817;-0,6367614;-0,8227978;-0,5672415;-0,7142515;-0,9168493;-0,7793937;-0,7092063;-0,7301788;-0,9200312;-0,786514;-0,6696131;-0,7370313;-0,6601583
-0,4121087;-0,5185851;-0,3459681;-0,4497802;-0,2808514;-0,4801084;-0,3103936;-0,3906833;-0,5923003;-0,5539535;-0,3079041;-0,4383855;-0,5168363;-0,6565228;-0,4260838;-0,5464758;-0,5553138;-0,605;-0,4755459;-0,5147278;-0,4501092;-0,4645796;-0,4116154;-0,6187829;-0,3812259;-0,4985975;-0,6970124;-0,5825893;-0,5353096;-0,5181497;-0,6700417;-0,5694082;-0,4678935;-0,5365012;-0,4728723
-0,1924312;-0,2869163;-0,0990999;-0,2330598;-0,04971686;-0,2623863;-0,07724606;-0,1925898;-0,3206146;-0,3121629;-0,08639538;-0,2053857;-0,2779698;-0,4139214;-0,2115336;-0,3126892;-0,3054039;-0,3705662;-0,2726079;-0,3188412;-0,2160709;-0,2111403;-0,182538;-0,3816493;-0,1963126;-0,2419082;-0,4666829;-0,372386;-0,3457614;-0,2983635;-0,4500226;-0,359311;-0,2459002;-0,337835;-0,259243
